Bairro;Data;Acidentes de Trânsito
Samambaia;01.08.2024;3
Esmeralda;01.08.2024;3
Ribeirópolis;01.08.2024;5
Andaraguá;01.08.2024;1
Nova Mirim;01.08.2024;9
Anhanguera;01.08.2024;6
Quietude;01.08.2024;6
Santa Marina;01.08.2024;0
Tupiry;01.08.2024;1
Antártica;01.08.2024;5
Vila Sônia;01.08.2024;2
Glória;01.08.2024;6
Sítio do Campo;01.08.2024;7
Xixová;01.08.2024;1
Serra do Mar;01.08.2024;0
Não Informado;01.08.2024;5
Militar;01.09.2024;0
Canto do Forte;01.09.2024;5
Boqueirão;01.09.2024;10
Guilhermina;01.09.2024;11
Aviação;01.09.2024;1
Tupi;01.09.2024;4
Ocian;01.09.2024;3
Mirim;01.09.2024;5
Maracanã;01.09.2024;4
Caiçara;01.09.2024;5
Real ;01.09.2024;0
Flórida;01.09.2024;0
Solemar;01.09.2024;0
Cidade da Criança;01.09.2024;0
Princesa;01.09.2024;2
Imperador;01.09.2024;0
Melvi;01.09.2024;3
Samambaia;01.09.2024;2
Esmeralda;01.09.2024;3
Ribeirópolis;01.09.2024;2
Andaraguá;01.09.2024;3
Nova Mirim;01.09.2024;5
Anhanguera;01.09.2024;3
Quietude;01.09.2024;2
Santa Marina;01.09.2024;0
Tupiry;01.09.2024;7
Antártica;01.09.2024;7
Vila Sônia;01.09.2024;2
Glória;01.09.2024;2
Sítio do Campo;01.09.2024;12
Xixová;01.09.2024;4
Serra do Mar;01.09.2024;0
Não Informado;01.09.2024;1
Militar;01.10.2024;0
Canto do Forte;01.10.2024;4
Boqueirão;01.10.2024;7
Guilhermina;01.10.2024;5
Aviação;01.10.2024;6
Tupi;01.10.2024;7
Ocian;01.10.2024;6
Mirim;01.10.2024;8
Maracanã;01.10.2024;1
Caiçara;01.10.2024;5
Real ;01.10.2024;2
Flórida;01.10.2024;0
Solemar;01.10.2024;2
Cidade da Criança;01.10.2024;0
Princesa;01.10.2024;1
Imperador;01.10.2024;0
Melvi;01.10.2024;4
Samambaia;01.10.2024;6
Esmeralda;01.10.2024;1
Ribeirópolis;01.10.2024;8
Andaraguá;01.10.2024;1
Nova Mirim;01.10.2024;14
Anhanguera;01.10.2024;7
Quietude;01.10.2024;1
Santa Marina;01.10.2024;0
Tupiry;01.10.2024;7
Antártica;01.10.2024;8
Vila Sônia;01.10.2024;3
Glória;01.10.2024;1
Sítio do Campo;01.10.2024;7
Xixová;01.10.2024;1
Serra do Mar;01.10.2024;0
Não Informado;01.10.2024;6
Militar;01.11.2024;0
Canto do Forte;01.11.2024;6
Boqueirão;01.11.2024;7
Guilhermina;01.11.2024;6
Aviação;01.11.2024;8
Tupi;01.11.2024;10
Ocian;01.11.2024;7
Mirim;01.11.2024;8
Maracanã;01.11.2024;3
Caiçara;01.11.2024;5
Real ;01.11.2024;6
Flórida;01.11.2024;2
Solemar;01.11.2024;0
Cidade da Criança;01.11.2024;1
Princesa;01.11.2024;3
Imperador;01.11.2024;1
Melvi;01.11.2024;4
Samambaia;01.11.2024;4
Esmeralda;01.11.2024;4
Ribeirópolis;01.11.2024;7
Andaraguá;01.11.2024;0
Nova Mirim;01.11.2024;3
Anhanguera;01.11.2024;0
Quietude;01.11.2024;3
Santa Marina;01.11.2024;0
Tupiry;01.11.2024;1
Antártica;01.11.2024;3
Vila Sônia;01.11.2024;2
Glória;01.11.2024;0
Sítio do Campo;01.11.2024;14
Xixová;01.11.2024;0
Serra do Mar;01.11.2024;0
Não Informado;01.11.2024;6
Militar;01.12.2024;0
Canto do Forte;01.12.2024;3
Boqueirão;01.12.2024;16
Guilhermina;01.12.2024;11
Aviação;01.12.2024;9
Tupi;01.12.2024;10
Ocian;01.12.2024;3
Mirim;01.12.2024;16
Maracanã;01.12.2024;1
Caiçara;01.12.2024;4
Real ;01.12.2024;1
Flórida;01.12.2024;2
Solemar;01.12.2024;1
Cidade da Criança;01.12.2024;0
Princesa;01.12.2024;1
Imperador;01.12.2024;0
Melvi;01.12.2024;3
Samambaia;01.12.2024;6
Esmeralda;01.12.2024;2
Ribeirópolis;01.12.2024;10
Andaraguá;01.12.2024;0
Nova Mirim;01.12.2024;3
Anhanguera;01.12.2024;1
Quietude;01.12.2024;5
Santa Marina;01.12.2024;0
Tupiry;01.12.2024;0
Antártica;01.12.2024;6
Vila Sônia;01.12.2024;3
Glória;01.12.2024;0
Sítio do Campo;01.12.2024;15
Xixová;01.12.2024;0
Serra do Mar;01.12.2024;0
Não Informado;01.12.2024;5
